Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01400-00,Luis Alberto Álvarez Parra,Corporación Autónoma Regional del Quindío,Resolución 516 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 516 del 13 de abril de 2020 proferida por la Corporación Autónoma Regional Del Quindío, ""por medio de la cual se toman algunas determinaciones frente a los diferentes términos administrativos dentro de los procesos sancionatorios ambientales, disciplinarios, jurisdicción coactiva, tramites ambientales, peticiones, consultas y demás actuaciones administrativas."
11001-03-15-000-2020-01401-00,Alberto Montaña Plata,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 0540 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 0540 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional De Caldas, ""por medio de la cual se suspenden términos procesales del proceso administrativo de cobro por jurisdicción coactiva"""
11001-03-15-000-01402-00,Rocío Araújo Oñate,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0561 del 1 de abril de 2020,"Control inmediato de legalidad de la Resolución 2020-0561 del 1 de abril de 2020 proferida por la Corporación Autónoma Regional De Caldas, ""por medio de la cual se modifica la resolución 540 marzo 24 de 2020 y se adoptan las medidas decretadas por el decreto no. 0491 de marzo de 2020""."
11001-03-15-000-2020-01403-00,Nubia Margoth Peña Garzón,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0576 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 2020-0576 del 13 de abril de 2020 proferida por la corporación autónoma regional de caldas, ""por medio de la cual se prorrogan las medidas de suspensión de términos administrativos de jurisdicción coactiva, de conformidad a las instrucciones establecidas en el decreto no. 531 de abril 08 de 2020""."
11001-03-15-000-2020-01404-00,Gabriel Valbuena Hernández,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0580 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 2020-0580 del 13 de abril de 2020 proferida por la corporación autónoma regional de caldas, ""por la cual se modifica la resolución 2020-0542 y se toman otras determinaciones""."
11001-03-15-000-2020-01405-00,Julio Roberto Piza Rodríguez,Corporación Autónoma Regional de Caldas - CORPOCALDAS,Resolución 2020-0577 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 2020-0577 del 13 de abril de 2020 proferida por la corporación autónoma regional de caldas, ""por la cual se prorrogan y disponen instrucciones en virtud de la emergencia sanitaria generada por la pandemia del coronavirus covid19 en la corporación autónoma regional de caldas-corpocaldas""."
11001-03-15-000-2020-01406-00,Milton Chaves García,Corporación Autónoma Regional de Cauca - CRC,Resolución 00332 del 10 de abril de 2020,"Control inmediato de legalidad de la resolución 00332 del 10 de abril de 2020 proferida por la corporación autónoma regional de cauca, ""por cual se prorroga la aplicabilidad de las medidas administrativas de distanciamiento laboral y otras disposiciones en la corporación autónoma regional de cauca crc, adoptadas temporalmente por resolución no. 00320 del 24 de marzo de 2020""."
11001-03-15-000-2020-01407-00,Martín Bermúdez Muñoz,Corporación Autónoma Regional del Tolima,Resolución 0599 del 19 de abril de 2020,"Control inmediato de legalidad de la resolución 0599 del 19 de abril de 2020 proferida por la corporación autónoma regional del Tolima, ""por medio de la cual se adoptan unas medidas con el fin de prevenir la propagación del coronavirus covid19 en la corporación autónoma regional del Tolima cortolima""."
11001-03-15-000-2020-01408-00,Lucy Jeannette Bermúdez Bermúdez,Corporación Autónoma Regional del Río Grande de la Magdalena - CORMAGDALENA,Resolución 000107 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 000107 del 13 de abril de 2020 proferida por la corporación autónoma regional del rio grande de la magdalena, ""por medio de la cual se modifican y se adoptan medidas adicionales transitorias a las establecida en la resolución 00098 de 25 de marzo de 2020, y se dictan otras disposiciones""."
11001-03-15-000-2020-01409-00,Ramiro Pazos Guerrero,Corporación Autónoma Regional del Río Grande de la Magdalena - CORMAGDALENA,Resolución 000099 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 000099 del 30 de marzo de 2020 proferida por la corporación autónoma regional del rio grande de la magdalena, ""por medio de la cual se modifica el artículo 1 de la resolución 00096 de 2020"""
11001-0315-000-2020-01410-00,Oswaldo Giraldo López,Corporación Autónoma Regional de la Frontera Nororiental - CORPONOR,Resolución 196 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 196 del 25 de marzo de 2020 proferida por la corporación autónoma regional de la frontera nororiental, ""por la cual se modifica la resolución 191 del 20 de marzo de 2020""."
11001-03-15-000-2020-01411-00,Hernando Sánchez Sánchez,Corporación Autónoma Regional de la Frontera Nororiental - CORPONOR,Resolución 210 del 3 de abril de 2020,"Control inmediato de legalidad de la resolución 210 del 3 de abril de 2020 proferida por la corporación autónoma regional de la frontera nororiental, ""por la cual se suspenden los términos procesales de las actuaciones a cargo de la corporación, como consecuencia de la emergencia sanitaria por el virus covid19"
11001-03-15-000-2020-01412-00,Marta Nubia Velásquez Rico,Corporación Autónoma Regional de la Frontera Nororiental - CORPONOR,Resolución 197 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 197 del 25 de marzo de 2020 proferida por la corporación autónoma regional de la frontera nororiental, ""por la cual se suspenden los términos en los procesos y actuaciones administrativas en materia de cobro administrativo coactivo en la corporación autónoma regional de la frontera nororiental CORPONOR como medida transitoria por motivos de salud publica"
11001-03-15-000-2020-01414-00,Marta Nubia Velásquez Rico (E),Corporación para el Desarrollo Sostenible del Archipiélago De San Andrés Providencia y Santa Catalina,Resolución 130 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 130 del 30 de marzo de 2020 proferida por la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina, ""por medio del cual se suspenden términos de actuaciones en la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina"""
11001-03-15-000-2020-01419-00,Sandra Lisset Ibarra Vélez,Corporación para el Desarrollo Sostenible del Archipiélago de San Andrés Providencia y Santa Catalina,Resolución 131 del 12 de abril de 2020,"Control inmediato de legalidad de la resolución 131 del 12 de abril de 2020 proferida por la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina, ""por medio de la cual se prorrogan las medidas y acciones internas de la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina - Coralina para la contención ante el Covid19 coronavirus"
11001-03-15-000-2020-01421-00,Carlos Enrique Moreno Rubio,Corporación para el Desarrollo Sostenible del Archipiélago de San Andrés Providencia y Santa Catalina,Resolución 132 del 12 de abril de 2020,"Control inmediato de legalidad de la resolución 132 del 12 de abril de 2020 proferida por la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina, ""por medio de la cual se suspenden términos de actuaciones administrativas en la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina"""
11001-03-15-000-2020-01422-00,Oswaldo Giraldo López,Corporación para el Desarrollo Sostenible Del Archipiélago de San Andrés Providencia y Santa Catalina,Resolución 129 del 23 de marzo de 2020,"Control inmediato de legalidad de la resolución 129 del 23 de marzo de 2020 proferida por la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina, ""por medio de la cual se adoptan medidas y acciones internas dentro de la Corporación Para El Desarrollo Sostenible Del Archipiélago De San Andrés Providencia Y Santa Catalina - Coralina para la contención dante el Covid19 coronavirus."
11001-03-15-000-2020-01424-00,Stella Jeannette Carvajal Basto,Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Resolución 27144 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 27144 del 24 de marzo de 2020 proferida por la Corporación Autónoma Regional De Los Valles Del Sinú Y Del San Jorge, ""por la cual se complementan las acciones de contención ante el Covid19 y la prevención de enfermedades asociadas al primer pico epidemiológico de enfermedades respiratorias para los funcionarios de la CAR CVS y sus usuarios, y se adoptan otras determinaciones""."
11001-03-15-000-2020-01426-00,Julio Roberto Piza Rodríguez (E),Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Resolución 27125 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 27125 del 18 de marzo de 2020 proferida por la Corporación Autónoma Regional De Los Valles Del Sinú Y Del San Jorge, ""por la cual se toman acciones de contención ante el covid19 y la prevención de enfermedades asociadas al primer pico epidemiológico de enfermedades respiratorias para los funcionarios de la CAR CVS"""
11001-03-15-000-2020-01427-00,María Adriana Marín,Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Resolución 27150 del 6 de abril de 2020,"Control inmediato de legalidad de la resolución 27150 del 6 de abril de 2020 proferida por la Corporación Autónoma Regional De Los Valles Del Sinú Y Del San Jorge, ""por la cual se complementan las resoluciones 2-7125 de 18 de marzo de 2020 y 2-7144 del 24 de marzo de 2020, relacionadas con las medidas adoptadas ante la situación de emergencia presentada por el Covid19""."
11001-03-15-000-2020-01451-00,Milton Chaves García,Corporación de la Industria Aeronáutica Colombiana S.A.,Resolución 037 del 6 de abril de 2020,"Control inmediato de legalidad de la resolución 037 del 6 de abril de 2020 proferida por la Corporación de la Industria Aeronáutica Colombiana S.A. - CIAC S.A., ""por el cual se acogen las directrices establecidas por el gobierno nacional, en virtud de la pandemia del coronavirus -Covid19"""
11001-03-15-000-2020-01452-00,Lucy Jeannette Bermúdez Bermúdez,Administradora de los Recursos del Sistema General de Seguridad Social en Salud,Resolución 2433 del 2 de abril de 2020,"Control inmediato de legalidad de la resolución 2433 del 2 de abril de 2020 proferida por la Administradora de los Recursos del Sistema General de Seguridad Social en Salud, ""por la cual se suspenden términos en los procesos y trámites administrativos que adelanta la Administradora de los Recursos del Sistema General de Seguridad Social en Salud (ADRES) y se dictan otras disposiciones"""
